latitude,longitude,probability,risk_level
26.35,88.04999999999954,0.5252,HIGH
26.35,88.09999999999954,0.54,HIGH
26.35,88.19999999999953,0.5871,HIGH
26.450000000000003,88.14999999999954,0.5515,HIGH
26.500000000000004,85.04999999999971,0.5513,HIGH
26.500000000000004,85.2499999999997,0.6378,HIGH
26.500000000000004,85.2999999999997,0.6378,HIGH
26.500000000000004,85.64999999999968,0.3175,MEDIUM
26.500000000000004,85.94999999999966,0.3305,MEDIUM
26.500000000000004,86.09999999999965,0.4142,HIGH
26.500000000000004,86.14999999999965,0.2826,LOW
26.500000000000004,86.24999999999964,0.2617,LOW
26.500000000000004,86.64999999999962,0.3095,MEDIUM
26.500000000000004,86.69999999999962,0.2737,LOW
26.500000000000004,86.74999999999962,0.1593,LOW
26.500000000000004,87.0499999999996,0.7748,VERY HIGH
26.500000000000004,87.24999999999959,0.4555,HIGH
26.500000000000004,87.29999999999959,0.2931,LOW
26.500000000000004,87.54999999999957,0.6775,HIGH
26.500000000000004,87.94999999999955,0.6948,HIGH
26.500000000000004,87.99999999999955,0.6949,HIGH
26.500000000000004,88.04999999999954,0.64,HIGH
26.500000000000004,88.19999999999953,0.5515,HIGH
26.550000000000004,84.59999999999974,0.4853,HIGH
26.550000000000004,84.84999999999972,0.209,LOW
26.550000000000004,84.89999999999972,0.3695,MEDIUM
26.550000000000004,85.3499999999997,0.6431,HIGH
26.550000000000004,85.44999999999969,0.2059,LOW
26.550000000000004,85.54999999999968,0.5179,HIGH
26.550000000000004,85.74999999999967,0.556,HIGH
26.550000000000004,85.84999999999967,0.1667,LOW
26.550000000000004,86.04999999999966,0.4942,HIGH
26.550000000000004,86.09999999999965,0.3068,MEDIUM
26.550000000000004,86.34999999999964,0.2656,LOW
26.550000000000004,86.49999999999963,0.3772,MEDIUM
26.550000000000004,87.39999999999958,0.3764,MEDIUM
26.550000000000004,87.54999999999957,0.3578,MEDIUM
26.550000000000004,87.59999999999957,0.3264,MEDIUM
26.550000000000004,87.69999999999956,0.3488,MEDIUM
26.550000000000004,87.99999999999955,0.5651,HIGH
26.550000000000004,88.04999999999954,0.3413,MEDIUM
26.550000000000004,88.19999999999953,0.5472,HIGH
26.600000000000005,84.44999999999975,0.1217,LOW
26.600000000000005,84.74999999999973,0.4853,HIGH
26.600000000000005,84.89999999999972,0.4667,HIGH
26.600000000000005,84.94999999999972,0.2132,LOW
26.600000000000005,85.1999999999997,0.5019,HIGH
26.600000000000005,85.49999999999969,0.2695,LOW
