latitude,longitude,probability,risk_level
26.35,88.04999999999954,0.2413,LOW
26.35,88.09999999999954,0.2523,LOW
26.35,88.19999999999953,0.2854,LOW
26.450000000000003,88.14999999999954,0.2612,LOW
26.500000000000004,85.04999999999971,0.3541,MEDIUM
26.500000000000004,85.2499999999997,0.4866,HIGH
26.500000000000004,85.2999999999997,0.4866,HIGH
26.500000000000004,85.64999999999968,0.2004,LOW
26.500000000000004,85.94999999999966,0.2013,LOW
26.500000000000004,86.09999999999965,0.2879,LOW
26.500000000000004,86.14999999999965,0.184,LOW
26.500000000000004,86.24999999999964,0.183,LOW
26.500000000000004,86.64999999999962,0.0641,LOW
26.500000000000004,86.69999999999962,0.0522,LOW
26.500000000000004,86.74999999999962,0.0474,LOW
26.500000000000004,87.0499999999996,0.3065,MEDIUM
26.500000000000004,87.24999999999959,0.2454,LOW
26.500000000000004,87.29999999999959,0.1682,LOW
26.500000000000004,87.54999999999957,0.3781,MEDIUM
26.500000000000004,87.94999999999955,0.4255,HIGH
26.500000000000004,87.99999999999955,0.3413,MEDIUM
26.500000000000004,88.04999999999954,0.2943,LOW
26.500000000000004,88.19999999999953,0.2612,LOW
26.550000000000004,84.59999999999974,0.3372,MEDIUM
26.550000000000004,84.84999999999972,0.152,LOW
26.550000000000004,84.89999999999972,0.2202,LOW
26.550000000000004,85.3499999999997,0.4772,HIGH
26.550000000000004,85.44999999999969,0.102,LOW
26.550000000000004,85.54999999999968,0.3429,MEDIUM
26.550000000000004,85.74999999999967,0.3676,MEDIUM
26.550000000000004,85.84999999999967,0.0904,LOW
26.550000000000004,86.04999999999966,0.3811,MEDIUM
26.550000000000004,86.09999999999965,0.1897,LOW
26.550000000000004,86.34999999999964,0.1161,LOW
26.550000000000004,86.49999999999963,0.1841,LOW
26.550000000000004,87.39999999999958,0.2281,LOW
26.550000000000004,87.54999999999957,0.2793,LOW
26.550000000000004,87.59999999999957,0.2098,LOW
26.550000000000004,87.69999999999956,0.2036,LOW
26.550000000000004,87.99999999999955,0.2422,LOW
26.550000000000004,88.04999999999954,0.1358,LOW
26.550000000000004,88.19999999999953,0.2803,LOW
26.600000000000005,84.44999999999975,0.0943,LOW
26.600000000000005,84.74999999999973,0.3261,MEDIUM
26.600000000000005,84.89999999999972,0.3432,MEDIUM
26.600000000000005,84.94999999999972,0.1529,LOW
26.600000000000005,85.1999999999997,0.3146,MEDIUM
26.600000000000005,85.49999999999969,0.1813,LOW
26.600000000000005,85.64999999999968,0.4299,HIGH
26.600000000000005,85.74999999999967,0.4085,HIGH
26.600000000000005,85.79999999999967,0.1967,LOW
26.600000000000005,85.89999999999966,0.1873,LOW
26.600000000000005,86.09999999999965,0.2495,LOW
26.600000000000005,86.14999999999965,0.119,LOW
26.600000000000005,86.79999999999961,0.1523,LOW
26.600000000000005,86.84999999999961,0.1511,LOW
26.600000000000005,87.19999999999959,0.1952,LOW
26.600000000000005,87.39999999999958,0.2168,LOW
26.600000000000005,87.54999999999957,0.2638,LOW
26.600000000000005,87.89999999999955,0.2734,LOW
26.600000000000005,88.04999999999954,0.2984,LOW
